Id,Action
1,0.738682891
2,0.989937222
3,0.999106442
4,0.996146901
5,0.99955777
6,0.994638626
7,0.912999613
8,0.999558936
9,0.909622898
10,0.986991418
11,0.9893193
12,0.989843514
13,0.998652466
14,0.694425422
15,0.92678701
16,0.977126923
17,0.332272558
18,0.937648459
19,0.999286643
20,0.997801867
21,0.994258827
22,0.996163617
23,0.995793209
24,0.994278996
25,0.999604741
26,0.961629774
27,0.997630009
28,0.971021412
29,0.996443853
30,0.927892613
31,0.998217483
32,0.995265634
33,0.95104509
34,0.999034583
35,0.995491912
36,0.999696112
37,0.995843372
38,0.999178011
39,0.997266132
40,0.948965578
41,0.823356465
42,0.998453714
43,0.996695348
44,0.995879829
45,0.998440482
46,0.996075237
47,0.999823507
48,0.997737288
49,0.999740093
50,0.986562885
51,0.882666235
52,0.998909995
53,0.959050485
54,0.999931714
55,0.996508221
56,0.989223318
57,0.992139899
58,0.999619758
59,0.998402414
60,0.999400082
61,0.999113047
62,0.975296937
63,0.99782449
64,0.999200517
65,0.99924952
66,0.981755697
67,0.990679251
68,0.999159783
69,0.992757031
70,0.660057392
71,0.990424711
72,0.999274767
73,0.999894407
74,0.998302018
75,0.997289559
76,0.99892094
77,0.995809773
78,0.9382566
79,0.583874402
80,0.993399101
81,0.999649812
82,0.996953595
83,0.99521169
84,0.998578208
85,0.991041253
86,0.988855435
87,0.996167595
88,0.99531752
89,0.998233552
90,0.882611188
91,0.994623739
92,0.910458455
93,0.995987185
94,0.968760778
95,0.998001026
96,0.996276913
97,0.667840514
98,0.994325661
99,0.995719193
100,0.999450192
101,0.988029905
102,0.836936094
103,0.996284126
104,0.997093425
105,0.785936972
106,0.997671793
107,0.99958638
108,0.993610381
109,0.999098744
110,0.997353184
111,0.913352258
112,0.997599496
113,0.98458062
114,0.998990209
115,0.993441789
116,0.984622067
117,0.97540397
118,0.998631148
119,0.999119677
120,0.995999447
121,0.955781968
122,0.996783983
123,0.986852722
124,0.991272785
125,0.997622438
126,0.89041484
127,0.896699775
128,0.905626049
129,0.968769054
130,0.998147727
131,0.998432504
132,0.999448582
133,0.993493299
134,0.813482496
135,0.999018152
136,0.98606586
137,0.998689768
138,0.885960979
139,0.991034131
140,0.999838177
141,0.983085879
142,0.985376591
143,0.998078765
144,0.995658041
145,0.999202543
146,0.871941339
147,0.819461826
148,0.848966377
149,0.999676684
150,0.981786088
151,0.999256596
152,0.66986171
153,0.995695181
154,0.981609286
155,0.997304814
156,0.990029212
157,0.990684614
158,0.999501964
159,0.846467644
160,0.994403286
161,0.893776151
162,0.996025169
163,0.99911687
164,0.994340044
165,0.999040755
166,0.999834377
167,0.987048047
168,0.994851284
169,0.990843321
170,0.999326232
