Id,Action
0.965918574,0.034081426
0.262241502,0.737758498
0.273994312,0.726005688
0.431629223,0.568370777
0.155609884,0.844390116
0.219321189,0.780678811
0.230281744,0.769718256
0.189120402,0.810879598
0.80175497,0.19824503
0.377675258,0.622324742
0.480744968,0.519255032
0.449063305,0.550936695
0.551852348,0.448147652
0.756891879,0.243108121
0.297180973,0.702819027
0.253639543,0.746360457
0.575491887,0.424508113
0.481447363,0.518552637
0.269770619,0.730229381
0.362501242,0.637498758
0.353500599,0.646499401
0.328093016,0.671906984
0.644641641,0.355358359
0.490147071,0.509852929
0.579899885,0.420100115
0.454892722,0.545107278
0.331491012,0.668508988
0.930761955,0.069238045
0.236729023,0.763270977
0.57417219,0.42582781
0.312544338,0.687455662
0.391640157,0.608359843
0.36357891,0.63642109
0.252101503,0.747898497
0.336793852,0.663206148
0.262920556,0.737079444
0.305766874,0.694233126
0.479921126,0.520078874
0.618152702,0.381847298
0.693896305,0.306103695
0.719265968,0.280734032
0.406811152,0.593188848
0.439721478,0.560278522
0.293278819,0.706721181
0.399092833,0.600907167
0.570976444,0.429023556
0.248451783,0.751548217
0.54362788,0.45637212
0.215716556,0.784283444
0.276010318,0.723989682
0.259979512,0.740020488
0.292006925,0.707993075
0.292187352,0.707812648
0.219158563,0.780841437
0.531080972,0.468919028
0.915300691,0.084699309
0.300363005,0.699636995
0.164999854,0.835000146
0.252920336,0.747079664
0.370219303,0.629780697
0.305969248,0.694030752
0.62407015,0.37592985
0.513752344,0.486247656
0.250796858,0.749203142
0.292729082,0.707270918
0.262507195,0.737492805
0.486660677,0.513339323
0.301847722,0.698152278
0.405147162,0.594852838
0.790080352,0.209919648
0.410657877,0.589342123
0.227987571,0.772012429
0.368837229,0.631162771
0.253619065,0.746380935
0.26945059,0.73054941
0.183011979,0.816988021
0.259249748,0.740750252
0.427184672,0.572815328
0.590288688,0.409711312
0.347208568,0.652791432
0.283893142,0.716106858
0.376237692,0.623762308
0.337137162,0.662862838
0.239550846,0.760449154
0.489616429,0.510383571
0.907352343,0.092647657
0.52087261,0.47912739
0.332395612,0.667604388
0.28713496,0.71286504
0.545428482,0.454571518
0.379754008,0.620245992
0.381440629,0.618559371
0.209694675,0.790305325
0.641366941,0.358633059
0.343792895,0.656207105
0.618741727,0.381258273
0.702449205,0.297550795
0.402560655,0.597439345
0.203024131,0.796975869
0.337443737,0.662556263
0.383221345,0.616778655
0.650514739,0.349485261
0.387227212,0.612772788
0.662393617,0.337606383
0.592048779,0.407951221
0.21522223,0.78477777
0.173586816,0.826413184
0.45810537,0.54189463
0.250113695,0.749886305
0.478453655,0.521546345
0.561598471,0.438401529
0.331061488,0.668938512
0.399867884,0.600132116
0.373741121,0.626258879
0.290041985,0.709958015
0.331524938,0.668475062
0.296983257,0.703016743
0.337279958,0.662720042
0.20068622,0.79931378
0.317618106,0.682381894
0.206619878,0.793380122
0.339784741,0.660215259
0.770041897,0.229958103
0.30870335,0.69129665
0.331614993,0.668385007
