Id,Action
1,0.03737662
2,0.999235234
3,0.933310175
4,0.977050282
5,0.993135089
6,0.786954236
7,0.996375888
8,0.999694842
9,0.245883399
10,0.940038452
11,0.563010211
12,0.949530356
13,0.595968917
14,0.343573344
15,0.914923411
16,0.87582943
17,0.685157221
18,0.328278609
19,0.998549407
20,0.768521613
21,0.984470969
22,0.99591152
23,0.749220093
24,0.813022599
25,0.974725163
26,0.883480277
27,0.579054895
28,0.181231481
29,0.868017306
30,0.932876915
31,0.919478657
32,0.968160215
33,0.931454075
34,0.716420725
35,0.937572131
36,0.958539541
37,0.789975785
38,0.902541992
39,0.658064352
40,0.880083274
41,0.560625002
42,0.6885979
43,0.560554108
44,0.754949553
45,0.947390966
46,0.989965428
47,0.980972596
48,0.97109985
49,0.992550246
50,0.86211711
51,0.986240833
52,0.99171026
53,0.906759014
54,0.8430392
55,0.870098861
56,0.549800008
57,0.929782939
58,1
59,0.974579375
60,0.789822615
61,0.952385724
62,0.445925465
63,0.947077292
64,0.998506337
65,0.998804202
66,0.993829959
67,0.787964954
68,0.97885294
69,0.969003733
70,0.171515787
71,0.414809804
72,0.957371839
73,0.984019028
74,0.994127652
75,0.977754707
76,0.980991239
77,0.925132812
78,0.037523782
79,0.083392137
80,1
81,0.968996153
82,0.921104703
83,0.567040275
84,0.961745123
85,0.927313186
86,0.746885329
87,0.871608007
88,0.996048347
89,0.894040502
90,0.749321275
91,0.378885572
92,0.621459539
93,0.969096781
94,0.697164432
95,0.995692352
96,0.908257077
97,0.456099048
98,0.594028107
99,0.987950711
100,0.932576606
101,0.882627167
102,0.518366288
103,0.956070032
104,0.497649638
105,0.011049352
106,0.9218042
107,0.994362156
108,0.979394745
109,0.755066647
110,0.791061474
111,0.618440855
112,0.715747015
113,0.863892489
114,0.776784484
115,0.790358496
116,0.977422876
117,0.956288418
118,0.96567454
119,0.947896287
120,0.641715739
121,0.981104405
122,0.966170563
123,0.705360162
124,0.51933688
125,0.938320998
126,0.939943257
127,0.793613284
128,0.710646878
129,0.704741576
130,0.92467454
131,0.999654071
132,0.908808593
133,0.774956461
134,0.891272257
135,0.90098135
136,0.769187723
137,0.998476559
138,0.968385657
139,0.124886416
140,0.999369231
141,0.810779896
142,0.588779034
143,0.960876928
144,0.945593276
145,0.689295251
146,0.77986259
147,0.613231649
148,0.902550163
149,0.681626483
150,0.970831408
151,0.911062723
152,0.985376522
153,0.996577682
154,0.684210337
155,0.516256454
156,0.657750147
157,0.858135381
158,0.847344166
159,0.95230622
160,0.863125406
161,0.067919421
162,0.828587395
163,0.279018975
164,0.844545008
165,0.964844479
166,0.994129484
167,0.773440515
168,0.718482853
169,0.926506404
170,0.997566592
171,0.917073558
172,0.879965652
173,0.962781993
174,0.992451717
175,0.927189389
176,0.995628205
177,0.834599198
178,0.982501916
179,0.982759401
180,0.613231649
181,0.314735255
182,0.92467454
183,0.927466732
184,0.531542045
185,0.920784974
186,0.692699306
187,0.614561157
188,0.981267203
189,0.177194914
190,0.984113516
191,1
192,0.847489666
193,1
194,1
195,0.683671902
196,0.862873789
197,0.977372043
198,0.962085876
199,0.65397525
200,0.058824501
201,0.925306931
202,0.388848643
203,0.809550493
204,0.731301515
205,0.893534786
206,0.909898676
207,0.976860352
208,0.965189924
209,0.404013272
210,0.515479104
211,0.987828008
212,0.867727363
213,1
214,0.483033646
215,0.992863018
216,0.247358656
217,0.691579759
218,0.929862151
219,0.501090772
220,0.784965143
221,0.33136077
222,0.999830688
223,0.99837463
224,0.837005361
225,0.904393595
226,0.117978674
227,0.216817518
228,0.981353457
229,0.996912692
230,0.897981685
231,0.511153813
232,0.447959978
233,0.74393249
234,0.742728999
235,0.840906965
236,0.740767114
237,0.900457569
238,0.976407978
239,0.808661471
240,0.957615854
241,0.988942416
242,0.769907347
243,0.020120124
244,0.965068908
245,0.886707836
246,0.430286904
247,0.989596956
248,0.743158222
249,0.957659081
250,0.995461883
251,0.891307514
252,0.488011985
253,0.963919489
254,0.968656272
255,0.87623908
256,0.942747115
257,0.845489404
258,0.624427388
259,0.980385099
260,0.99328135
261,0.914020942
262,0.73897116
263,0.923229457
264,0.91482605
265,0.998580756
266,0.965189924
267,0.828533952
268,0.960954127
269,0.957659081
270,0.970193789
271,0.698732811
